ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: _klb_single_video_input","Meta: _klb_product_percentage_check","Meta: _klb_product_percentage_type","Meta: _klb_product_percentage_bg_color","Meta: _klb_product_percentage_text_color","Meta: _klb_product_badge_text","Meta: _klb_product_badge_type","Meta: _klb_product_badge_bg_color","Meta: _klb_product_badge_text_color","Meta: _product_360_image_gallery","Meta: fynode_post_views_count","Meta: klb_product_highlights","Meta: klb_product_specification","Meta: klb_delivery_specification","Meta: rank_math_analytic_object_id","Meta: rank_math_internal_links_processed","Meta: _judgeme_api_registered","Meta: fb_product_item_id","Meta: fb_brand","Meta: fb_mpn","Meta: fb_size","Meta: fb_color","Meta: fb_material","Meta: fb_pattern","Meta: fb_age_group","Meta: fb_gender","Meta: fb_product_condition","Meta: fb_product_group_id","Meta: klbwl_count","Meta: klbwl_add","Meta: _wc_facebook_sync_enabled_v2","Meta: fb_visibility","Meta: _shopify_product_id","Meta: _shopify_variation_id","Meta: _wp_old_date","Meta: _last_change_time","Meta: rank_math_seo_score","Meta: rank_math_primary_product_brand","Meta: rank_math_primary_product_cat","Meta: rank_math_primary_fb_product_set","Meta: _wc_facebook_sync_enabled","Meta: fb_product_description","Meta: fb_rich_text_description","Meta: _wc_facebook_product_image_source","Meta: fb_product_image","Meta: fb_product_price","Meta: klbwl_remove","Meta: _wc_facebook_product_video_source","Meta: fb_product_images","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _wc_facebook_google_product_category","Meta: _wp_desired_post_slug"
2339,variable,,,"Nike P6000",1,0,visible,,"Step up your style with the <strong>Nike Shoes Collection</strong> at Desert Deal. Featuring iconic designs like the <strong>Air Force 1</strong>, these shoes offer timeless style, premium comfort, and durability. Whether you're hitting the streets or just looking to add a classic to your sneaker collection, <strong>Nike shoes</strong> are the perfect choice. Available in a variety of colors and sizes, each pair is crafted with high-quality materials and Nike’s signature Air cushioning for all-day comfort. <strong>Shop now</strong> and elevate your footwear game with Desert Deal!",,,none,zero-rate,1,,,0,0,,,,,1,,,,"All Shoes, Nike",,"Shipping within 3 days","https://desertsdeals.com/wp-content/uploads/2025/02/347e0edf_bb41_477b_a048_8d62cc19afd9.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/347e0edf_bb41_477b_a048_8d62cc19afd9.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/87109660_6b0e_441b_b93a_c6a8c6988bc9-1.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/a6b66a19_5d7b_48b9_bb91_f2be4a9db619.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/a772591e_3c3f_4956_a33f_4d805ce4bf06.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/54ae3268_bd9d_44e3_ae9c_d5716ab2b05d.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/87109660_6b0e_441b_b93a_c6a8c6988bc9.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/5d2e9c1b_7f0b_485a_988d_5c35d1c1b6ad.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/8cea3b68_1e38_40a9_8fcc_52cf23349c6e.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/68f7b1d3_ce41_4cf9_ba2b_d5997f4c6d7c.jpg",,,,,,,,,0,,Size,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45",1,1,,,,,,,organic,,,,337,"<p><strong>Nike P6000 Specifications</strong></p>
<ol>
<li><strong>Upper</strong>: Mesh and leather for breathability.</li>
<li><strong>Cushioning</strong>: Zoom Air and EVA midsole for comfort.</li>
<li><strong>Outsole</strong>: Durable rubber with traction.</li>
<li><strong>Design</strong>: Retro-inspired with bold colorways.</li>
<li><strong>Fit</strong>: Secure lace-up closure with padded collar.</li>
</ol>
","<p class=""p"" style=""text-align: center"" align=""center"" data-spm-anchor-id=""a2g0o.detail.1000023.i0.6f50QihJQihJcb""><strong><span class=""15"">NOTE:Please choose the shoes size according to your foot length,NOT insole length.</span></strong></p>
<p class=""p"" style=""text-align: center"" align=""center""><strong><span class=""15"">If the your feet is wide or thick, please choose a larger shoes size.</span></strong></p>
<p class=""p"" style=""text-align: center"" align=""center""><strong><span class=""15"">Before choose you USA or EUR size , you had better measure your feet length.</span></strong></p>
<div id=""nav-description"" class=""description--wrap--LscZ0He"" style=""text-align: center"">
<div class=""extend--wrap--yXwoDbO"">
<div class=""extend--content--VuIQZia"">
<div>
<div id=""product-description"" class=""description--product-description--Mjtql28"" data-spm=""1000023"" data-pl=""product-description"">
<div class=""description--origin-part--rWy05pE"">
<div class=""detailmodule_html"">
<div class=""detail-desc-decorate-richtext"">
<p class=""p"" align=""center""><img src=""https://ae01.alicdn.com/kf/S94608f82653a4716936147ed501f8c4eM.jpg?width=800&amp;height=1209&amp;hash=2009"" /></p>
<p><img src=""https://ae01.alicdn.com/kf/S274c129d1d7b4a61a67dcc4b0911950ea.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S81cf4db2e5fa47909989428f5366e3e3I.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S92cfff5472ac4d2c83301cf4b83c6a7eO.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Sc61d3d43efa84df4ae15e874aa5d636dt.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Se0b89fd5a624445690124d1ea640252fP.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S857e382f34314f43beea4bbb63ad74bcY.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Sae97f0a2d73b44b58cde9f48cd4bc795Q.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S195dd8bc36dc48eea9bb4d48c0693bf06.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S961c2d9b17234718b432c9e9269583e2L.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Sde55670004e74c24b8c63395c97b7302c.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S90118152f80449dcaa1412bc8d4a2304B.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Sfd359f5ce30d4d6492bffa8a289b51b23.jpg?width=1060&amp;height=1060&amp;hash=2120"" /></p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""split-line--wrap--dVhU29K"" style=""text-align: center""></div>
<p>&nbsp;</p>
","<p>Delivery With in 24 Hours</p>
",2,1,1,28774741442124210,,,,,,,,,,28774739472124407,1,1760818973,yes,yes,,,,
2352,variable,,,"Nike P6000",1,0,visible,,"Step up your style with the <strong>Nike Shoes Collection</strong> at Desert Deal. Featuring iconic designs like the <strong>Air Force 1</strong>, these shoes offer timeless style, premium comfort, and durability. Whether you're hitting the streets or just looking to add a classic to your sneaker collection, <strong>Nike shoes</strong> are the perfect choice. Available in a variety of colors and sizes, each pair is crafted with high-quality materials and Nike’s signature Air cushioning for all-day comfort. <strong>Shop now</strong> and elevate your footwear game with Desert Deal!",,,none,zero-rate,1,,,0,0,,,,,1,,,,"All Shoes, Nike",,"Shipping within 3 days","https://desertsdeals.com/wp-content/uploads/2025/02/3ec43ec8_7777_48e5_a972_c7175407c6a3-2.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/2a3e1b1c_0d8e_435e_83b6_b2a92433a1b7-2.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/3ec43ec8_7777_48e5_a972_c7175407c6a3-2.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/9f3aa758_abd7_4433_8c7c_dbe38cbb6f77-1.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/040c9b6a_b55d_438b_ae11_cc6ba7e10b5e-1.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/969b3e3f_1ef0_4f59_a5fe_b8fd78a29978-1.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/a1f7e500_669d_4ba0_82d8_c58cce09869a-1.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/f0bbbdda_f65e_4ac9_bdd5_0e15cd0cb3a1-1.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/1d715aaa_90a4_44d4_be74_4590554bd5de-2.jpg",,,,,,,,,0,,Size,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45",1,1,,,,,,,organic,,,,218,"<p><strong>Nike P6000 Specifications</strong></p>
<ol>
<li><strong>Upper</strong>: Mesh and leather for breathability.</li>
<li><strong>Cushioning</strong>: Zoom Air and EVA midsole for comfort.</li>
<li><strong>Outsole</strong>: Durable rubber with traction.</li>
<li><strong>Design</strong>: Retro-inspired with bold colorways.</li>
<li><strong>Fit</strong>: Secure lace-up closure with padded collar.</li>
</ol>
","<p class=""p"" style=""text-align: center"" align=""center"" data-spm-anchor-id=""a2g0o.detail.1000023.i0.6f50QihJQihJcb""><strong><span class=""15"">NOTE:Please choose the shoes size according to your foot length,NOT insole length.</span></strong></p>
<p class=""p"" style=""text-align: center"" align=""center""><strong><span class=""15"">If the your feet is wide or thick, please choose a larger shoes size.</span></strong></p>
<p class=""p"" style=""text-align: center"" align=""center""><strong><span class=""15"">Before choose you USA or EUR size , you had better measure your feet length.</span></strong></p>
<div id=""nav-description"" class=""description--wrap--LscZ0He"" style=""text-align: center"">
<div class=""extend--wrap--yXwoDbO"">
<div class=""extend--content--VuIQZia"">
<div>
<div id=""product-description"" class=""description--product-description--Mjtql28"" data-spm=""1000023"" data-pl=""product-description"">
<div class=""description--origin-part--rWy05pE"">
<div class=""detailmodule_html"">
<div class=""detail-desc-decorate-richtext"">
<p class=""p"" align=""center""><img src=""https://ae01.alicdn.com/kf/S94608f82653a4716936147ed501f8c4eM.jpg?width=800&amp;height=1209&amp;hash=2009"" /></p>
<p><img src=""https://ae01.alicdn.com/kf/S274c129d1d7b4a61a67dcc4b0911950ea.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S81cf4db2e5fa47909989428f5366e3e3I.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S92cfff5472ac4d2c83301cf4b83c6a7eO.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Sc61d3d43efa84df4ae15e874aa5d636dt.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Se0b89fd5a624445690124d1ea640252fP.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S857e382f34314f43beea4bbb63ad74bcY.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Sae97f0a2d73b44b58cde9f48cd4bc795Q.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S195dd8bc36dc48eea9bb4d48c0693bf06.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S961c2d9b17234718b432c9e9269583e2L.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Sde55670004e74c24b8c63395c97b7302c.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/S90118152f80449dcaa1412bc8d4a2304B.jpg?width=1060&amp;height=1060&amp;hash=2120"" /><img src=""https://ae01.alicdn.com/kf/Sfd359f5ce30d4d6492bffa8a289b51b23.jpg?width=1060&amp;height=1060&amp;hash=2120"" /></p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""split-line--wrap--dVhU29K"" style=""text-align: center""></div>
<p>&nbsp;</p>
","<p>Delivery With in 24 Hours</p>
",1,1,1,9352115724867548,,,,,,,,,,,1,1745428669,yes,yes,,,,
2427,variable,8575704793245-a-bathing-ape®-bape-sta-low-m2-it,,"A BATHING APE® BAPE STA LOW M2 IT",1,0,visible,,"<p style=""text-align: center"">Step up your style with the <strong>Nike Air Force Shoes Collection</strong> at <strong>Desert Deal</strong>. Featuring the iconic Air Force 1 design, these shoes offer timeless style, premium comfort, and durability. Whether you're hitting the streets or just looking to add a classic to your sneaker collection, Nike Air Force shoes are the perfect choice. Available in a variety of colors and sizes, each pair is crafted with high-quality materials and Nike’s signature Air cushioning for all-day comfort. Shop now and elevate your footwear game with Desert Deal!<br><br></p>\n<div class=""description--wrap--LscZ0He"" id=""nav-description"">\n<div class=""extend--wrap--yXwoDbO"">\n<div class=""extend--content--VuIQZia"">\n<div>\n<div id=""product-description"" data-spm=""1000023"" class=""description--product-description--Mjtql28"" data-pl=""product-description"">\n<div style=""text-align: center"" class=""description--origin-part--rWy05pE"">\n<div class=""detailmodule_html"">\n<div class=""detail-desc-decorate-richtext"">\n<p align=""center"" data-spm-anchor-id=""a2g0o.detail.1000023.i0.16e41yPr1yPrX0""><img src=""https://ae01.alicdn.com/kf/S91d621de8f5d47a4ab191703a0bbebd1r.png""></p>\n<p align=""center""><img src=""https://ae01.alicdn.com/kf/S5ef8cce56b9245aebfe25b9503d275d0T.png"" style=""font-size: 0.875rem""><img src=""https://ae01.alicdn.com/kf/Scaf788dec2574a43b077eed989e1ec49b.png""><img src=""https://ae01.alicdn.com/kf/Scb5e878ae3044be9b7dd42747d6be988X.jpg""><img src=""https://ae01.alicdn.com/kf/S15620fcd60c34bada203140ae9923ab26.png""><br></p>\n<p align=""center""> </p>\n<p align=""center""> </p>\n<p align=""center""> </p>\n</div>\n</div>\n</div>\n<div class=""description--seoDesc--HH6oTD3"" data-pl=""seo-description"">\n<pre style=""text-align: center""></pre>\n</div>\n</div>\n</div>\n</div>\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,,"All Shoes, Nike","Air Force, Nike",,"https://desertsdeals.com/wp-content/uploads/2025/02/1_9412626a-6345-462b-a81d-7cbf3345181f.png, https://desertsdeals.com/wp-content/uploads/2025/02/3_b81b03ed-9f87-4504-8102-4e1c839bc56e.png, https://desertsdeals.com/wp-content/uploads/2025/02/4_9c80fe06-889e-46ed-97be-88715604cc87.png, https://desertsdeals.com/wp-content/uploads/2025/02/2_decb23cb-5882-4e45-932e-d1c3060a0aa3.png",,,,,,,,,0,,"Shoe size","41, 42, 43, 44, 45",0,0,,,,,,,,,,,319,,,,,1,1,,,,,,,,,,,9169705859812108,1,1742511596,yes,yes,8575704793245,,,
2428,variation,,,"A BATHING APE® BAPE STA LOW M2 IT - 41",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,189.00,249.00,,,,https://desertsdeals.com/wp-content/uploads/2025/02/1_9412626a-6345-462b-a81d-7cbf3345181f.png,,,8575704793245-a-bathing-ape®-bape-sta-low-m2-it,,,,,,0,,"Shoe size",41,,0,,,,,,,,,,,,,,,,,,9104311186317600,,,41,,,,,,,,,,,,,46484346765469,2025-02-12,1769506662
2429,variation,,,"A BATHING APE® BAPE STA LOW M2 IT - 42",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,189.00,249.00,,,,https://desertsdeals.com/wp-content/uploads/2025/02/1_9412626a-6345-462b-a81d-7cbf3345181f.png,,,8575704793245-a-bathing-ape®-bape-sta-low-m2-it,,,,,,0,,"Shoe size",42,,0,,,,,,,,,,,,,,,,,,9052864128130729,,,42,,,,,,,,,,,,,46484346798237,2025-02-12,1769506662
2430,variation,,,"A BATHING APE® BAPE STA LOW M2 IT - 43",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,189.00,249.00,,,,https://desertsdeals.com/wp-content/uploads/2025/02/1_9412626a-6345-462b-a81d-7cbf3345181f.png,,,8575704793245-a-bathing-ape®-bape-sta-low-m2-it,,,,,,0,,"Shoe size",43,,0,,,,,,,,,,,,,,,,,,9556967201021410,,,43,,,,,,,,,,,,,46484346831005,2025-02-12,1769506662
2431,variation,,,"A BATHING APE® BAPE STA LOW M2 IT - 44",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,189.00,249.00,,,,https://desertsdeals.com/wp-content/uploads/2025/02/1_9412626a-6345-462b-a81d-7cbf3345181f.png,,,8575704793245-a-bathing-ape®-bape-sta-low-m2-it,,,,,,0,,"Shoe size",44,,0,,,,,,,,,,,,,,,,,,9098073346929121,,,44,,,,,,,,,,,,,46484346863773,2025-02-12,1769506662
2432,variation,,,"A BATHING APE® BAPE STA LOW M2 IT - 45",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,189.00,249.00,,,,https://desertsdeals.com/wp-content/uploads/2025/02/1_9412626a-6345-462b-a81d-7cbf3345181f.png,,,8575704793245-a-bathing-ape®-bape-sta-low-m2-it,,,,,,0,,"Shoe size",45,,0,,,,,,,,,,,,,,,,,,9047895105307331,,,45,,,,,,,,,,,,,46484346896541,2025-02-12,1769506662
2433,variable,8575714492573-adidas-campus-00s-putty-grey-preloved-blue,,"Adidas Campus 00s ""Putty Grey Preloved Blue”",1,0,visible,,"<p>Explore the versatile <strong>Adidas Shoes Collection</strong> at <strong>Desert Deal</strong>, where performance meets style. From classic designs to cutting-edge innovations, Adidas footwear is crafted for ultimate comfort, durability, and unmatched support. Whether you're into running, training, or casual streetwear, our collection has something for everyone. Featuring premium materials and Adidas’ signature technology, these shoes ensure you stay ahead in both style and functionality. Shop now and elevate your footwear game with authentic Adidas shoes from Desert Deal!<img src=""https://ae01.alicdn.com/kf/Sbbca14a6906440579c781435dff62dbe8.jpg""><img src=""https://ae01.alicdn.com/kf/Sbf8536912ec04012bd732beca7b19a99I.jpg""><img src=""https://ae01.alicdn.com/kf/S1e3734da63564b988e7cac2db6743f58Y.jpg""><img src=""https://ae01.alicdn.com/kf/S9e788e824fe048b4a9e3cb1fdb733913s.jpg""></p>",,,taxable,,1,,,0,0,,,,,1,,,,"Adidas, All Shoes","adidas, Air Force, Nike",,"https://desertsdeals.com/wp-content/uploads/2025/02/7ec81543a1e1.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/b8a2d0a5316b.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/d8fb1c8158e7.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/0bab1b63ca75.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/febb805ae7f0.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/1a58dc4d1abb.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/19d28dcc1947.jpg, https://desertsdeals.com/wp-content/uploads/2025/02/437dd46bbb53.jpg",,,,,,,,,0,,"Shoe size","40, 41, 42, 43, 44, 45, 37, 38, 39",0,0,,,,,,,,,,,393,,,,,1,1,,,,,,,,,,,,,,yes,yes,8575714492573,,,
2434,variation,,,"Adidas Campus 00s ""Putty Grey Preloved Blue” - 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,119.00,249.00,,,,https://desertsdeals.com/wp-content/uploads/2025/02/7ec81543a1e1.jpg,,,8575714492573-adidas-campus-00s-putty-grey-preloved-blue,,,,,,0,,"Shoe size",40,,0,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,46484413284509,2025-02-12,1769506661
